IDMachine,IDSeance,PoidsMax,RythmeCardiaque
,30,33,22.13,82
,80,757,16.98,168
,100,279,53.8,144
,48,575,59.61,65
,4,446,72.6,125
,67,579,124.78,174
,65,393,16.62,164
,94,874,17.68,104
,69,137,138.13,93
,33,908,170.75,180
,35,822,109.57,67
,93,357,75.69,79
,37,591,44.97,118
,77,888,175.54,79
,100,948,11.93,169
,6,989,88.12,168
,77,152,197.56,177
,6,876,195.71,65
,24,825,171.93,107
,49,33,81.48,69
,27,24,182.14,94
,36,944,28.36,94
,91,300,77.14,104
,18,835,149.89,162
,59,476,20.43,178
,6,202,174.09,156
,76,148,55.53,84
,33,517,64.77,155
,65,728,50.8,160
,80,843,46.58,72
,68,811,197.8,143
,48,75,15.6,146
,2,474,156.46,93
,54,292,60.09,84
,12,12,73.99,164
,72,831,152.28,164
,57,288,11.45,73
,52,7,37.99,118
,57,667,21.28,126
,99,407,115.25,177
,83,943,126.81,112
,50,663,34.71,170
,86,279,70.1,151
,79,619,153.85,148
,75,81,198.73,64
,99,915,87.62,164
,35,979,57.55,175
,45,723,103.79,143
,92,74,75.5,109
,4,247,160.75,151
,82,596,65.76,180
,76,878,27.93,161
,98,38,41.27,75
,79,540,124.48,130
,87,893,67.61,154
,61,766,102.28,88
,93,712,182.12,62
,99,727,195.71,78
,65,732,175.28,63
,70,872,13.12,103
,87,226,35.97,69
,27,540,71.04,162
,63,227,130.2,65
,30,253,51.47,78
,36,585,144.82,157
,5,853,191.45,146
,99,138,17.45,116
,55,617,25.92,143
,36,83,10.09,84
,64,46,74.2,110
,80,281,111.52,150
,37,249,20.9,91
,15,268,105.26,120
,13,786,30.43,64
,36,883,137.22,74
,89,658,78.72,147
,28,322,156.59,120
,20,389,175.51,156
,61,279,134.42,165
,68,93,100.25,60
,14,600,169.75,162
,45,882,184.6,111
,21,708,188.7,93
,14,115,135.96,156
,83,843,196.32,111
,88,737,196.83,160
,5,797,72.22,123
,64,218,77.96,143
,34,334,31.53,160
,58,162,101.41,168
,94,843,131.83,140
,21,41,83.53,89
,20,132,50.35,98
,21,974,93.52,84
,28,634,16.69,156
,6,266,179.1,145
,63,308,189.55,170
,93,102,60.68,178
,9,964,197.41,114
,47,897,113.11,161
,92,647,114.26,66
,28,965,134.84,112
,66,503,189.65,172
,8,842,135.38,145
,11,764,92.26,97
,54,490,180.74,142
,42,648,89.23,158
,80,406,84.51,122
,58,942,138.87,137
,80,586,182.32,105
,65,324,28.14,76
,100,943,136.9,109
,9,960,56.19,70
,70,649,169.56,162
,99,595,125.64,163
,59,337,154.87,131
,59,267,198.84,60
,25,632,19.44,175
,9,426,144.71,165
,83,643,112.87,143
,55,237,158.57,170
,84,193,16.17,67
,83,746,98.51,62
,48,924,153.99,125
,88,711,50.15,170
,87,808,23.57,81
,67,882,80.31,162
,58,783,26.8,144
,50,36,69.81,153
,17,284,189.9,147
,42,780,66.16,123
,22,278,140.88,131
,100,260,56.57,71
,93,477,160.47,71
,30,53,90.86,108
,47,934,130.3,99
,68,607,188.95,68
,83,130,113.53,163
,79,776,194.88,78
,68,267,191.65,133
,13,626,90.87,142
,74,481,118.03,162
,17,163,29.81,125
,43,329,99.35,91
,68,659,143.93,115
,15,562,31.8,92
,45,284,17.99,141
,47,612,115.81,124
,47,566,125.92,116
,35,531,133.02,97
,34,815,85.16,130
,94,488,87.02,129
,38,621,179.02,136
,99,231,73.44,115
,38,667,151.09,131
,38,222,142.72,110
,57,234,118.44,144
,4,823,193.14,141
,33,147,42.74,157
,3,26,53.69,164
,91,7,121.61,92
,41,189,129.67,169
,51,602,78.5,141
,95,100,162.32,64
,20,792,66.68,66
,58,620,167.52,161
,80,820,83.79,75
,52,273,188.29,95
,65,823,196.37,146
,93,258,118.17,121
,13,313,117.58,126
,14,801,190.62,172
,53,716,84.0,81
,19,907,102.9,86
,61,947,133.46,175
,13,9,112.03,92
,76,429,174.62,113
,34,458,168.88,82
,64,403,180.01,169
,77,65,146.1,83
,82,559,86.05,114
,80,279,37.86,114
,50,143,56.31,69
,38,536,60.98,113
,73,409,90.21,138
,43,192,19.88,117
,74,360,101.04,90
,15,862,76.62,100
,100,180,95.3,167
,54,956,71.33,144
,8,896,116.52,84
,33,100,20.4,159
,19,339,10.61,97
,5,888,137.24,72
,7,945,112.03,61
,20,312,101.12,105
,18,118,50.79,134
,76,697,92.91,70
,73,693,148.25,112
,12,883,193.24,91
,95,994,174.51,123
,25,976,44.08,65
,17,222,109.86,63
,54,911,150.81,95
,1,577,189.4,111
,98,49,134.01,62
,4,873,133.42,72
,70,477,186.65,93
,29,3,44.35,172
,26,676,131.33,110
,2,752,54.11,163
,84,847,29.67,150
,100,529,52.25,122
,92,22,13.41,81
,41,879,110.67,151
,32,355,105.17,62
,20,802,56.12,163
,25,532,31.01,102
,33,398,119.14,165
,23,720,40.46,176
,42,877,136.92,80
,40,225,179.89,125
,63,952,56.63,159
,84,246,117.42,122
,27,300,144.54,137
,54,501,155.51,73
,56,664,88.87,134
,85,188,66.48,110
,64,274,113.91,125
,11,29,11.72,124
,66,87,96.81,150
,53,40,176.53,98
,45,153,178.37,154
,42,874,110.44,72
,64,820,75.1,143
,71,309,17.5,134
,53,24,96.71,98
,20,365,143.06,115
,16,835,49.94,107
,10,130,84.89,125
,64,613,189.87,130
,95,368,175.55,175
,70,87,148.48,177
,69,912,181.84,78
,9,537,164.71,133
,69,924,33.06,118
,66,722,87.53,72
,99,599,196.9,111
,27,741,175.35,170
,53,475,104.42,163
,40,285,197.05,146
,17,535,78.68,171
,82,342,134.49,97
,55,597,158.15,107
,24,919,10.02,112
,89,377,109.58,150
,60,63,99.26,106
,73,891,67.91,149
,64,824,45.88,101
,97,236,46.88,133
,52,912,41.89,152
,17,237,34.78,90
,76,10,186.89,162
,20,724,137.06,87
,14,182,171.99,72
,82,514,179.48,104
,95,360,150.27,134
,16,651,58.75,174
,27,240,92.78,74
,6,508,111.86,118
,36,366,58.21,90
,23,557,36.29,63
,27,693,75.37,177
,86,733,140.05,121
,14,516,145.37,96
,33,710,169.86,126
,78,147,164.17,100
,67,616,25.15,159
,48,195,81.62,115
,72,351,44.0,148
,96,272,75.44,137
,78,33,97.79,63
,23,383,170.43,71
,33,725,182.64,149
,57,374,17.61,158
,85,436,40.69,71
,94,464,79.48,147
,49,642,14.02,123
,93,144,61.51,86
,55,181,53.62,167
,96,360,130.44,170
,3,301,198.69,142
,33,437,123.6,96
,55,865,184.72,87
,5,62,61.3,118
,3,967,31.62,117
,24,951,157.14,93
,33,950,165.79,137
,63,763,168.05,176
,16,525,85.18,147
,62,364,50.4,87
,55,545,36.12,168
,79,438,65.01,85
,79,792,13.64,146
,74,86,23.24,164
,65,977,179.79,126
,12,712,103.13,170
,57,204,188.48,158
,5,788,176.47,152
,23,421,62.88,103
,28,529,18.9,146
,37,954,164.32,149
,49,630,55.26,78
,5,773,111.22,161
,95,751,34.97,132
,32,600,89.39,68
,33,746,10.44,130
,97,710,99.96,145
,76,192,52.4,142
,11,991,120.63,79
,47,821,179.02,169
,62,105,163.4,84
,62,498,159.77,169
,93,580,194.05,69
,96,452,105.38,159
,77,759,63.44,74
,36,434,82.72,76
,18,276,112.64,137
,18,76,160.29,75
,47,62,65.36,177
,2,488,32.24,150
,55,192,61.05,129
,56,212,35.04,150
,30,10,116.73,136
,79,228,134.12,100
,7,112,55.25,66
,95,92,129.24,90
,13,436,25.06,136
,9,987,161.37,117
,30,647,58.19,76
,64,70,72.07,64
,71,924,13.0,103
,26,985,189.02,128
,73,94,146.71,69
,100,259,85.39,68
,5,176,158.97,172
,63,359,26.17,97
,7,334,43.63,82
,32,108,22.93,69
,40,528,82.27,74
,78,708,164.67,78
,25,111,165.21,109
,3,196,168.17,156
,14,87,94.97,88
,96,831,89.01,89
,38,80,36.97,65
,81,919,186.18,90
,78,306,171.46,133
,38,968,131.93,142
,92,114,102.08,165
,59,344,192.43,69
,56,668,102.16,95
,65,685,165.85,63
,98,262,176.4,105
,43,477,31.14,67
,77,252,23.07,160
,40,800,67.22,78
,95,334,79.25,65
,9,675,142.23,64
,22,278,176.31,95
,22,267,140.8,94
,51,784,93.64,102
,16,599,33.41,139
,44,712,86.19,138
,3,424,183.57,103
,71,738,19.65,74
,70,856,149.84,116
,52,304,184.03,94
,93,863,26.94,83
,90,722,20.68,91
,28,842,97.04,143
,57,315,187.79,87
,63,516,79.42,88
,1,305,45.46,76
,74,304,137.4,180
,21,758,167.7,147
,18,519,168.63,89
,43,338,171.66,135
,97,8,79.35,165
,24,515,48.4,151
,65,660,170.59,108
,13,937,163.64,66
,50,538,179.24,69
,76,701,105.8,170
,71,709,64.2,109
,81,484,60.43,126
,37,369,116.16,84
,87,261,197.12,73
,68,972,163.38,127
,43,909,130.29,67
,16,949,165.79,117
,97,904,194.62,144
,75,255,127.22,62
,84,688,42.46,87
,97,860,127.76,144
,30,778,25.89,136
,9,109,84.28,154
,69,621,155.05,72
,44,124,72.81,124
,47,398,166.49,133
,99,669,133.93,103
,71,565,132.99,166
,93,666,109.14,83
,21,805,103.2,179
,5,304,127.76,67
,82,925,192.46,170
,88,459,55.82,178
,10,865,59.43,65
,100,286,67.76,130
,5,113,92.31,111
,19,614,105.74,86
,73,655,154.09,170
,44,266,72.11,143
,57,604,67.86,87
,9,8,19.43,168
,33,793,127.36,172
,49,694,136.62,125
,50,112,26.11,169
,76,239,97.6,77
,38,278,31.77,140
,17,708,141.69,169
,63,656,86.56,131
,79,913,25.05,68
,99,678,17.67,165
,99,711,90.85,70
,1,925,179.71,124
,41,803,60.94,176
,6,281,120.09,65
,44,793,84.72,170
,53,581,198.38,62
,8,993,37.27,159
,88,637,17.03,108
,42,710,108.64,165
,79,499,113.77,136
,37,886,152.75,159
,31,420,175.21,60
,100,756,49.84,170
,98,625,94.61,76
,94,606,124.21,97
,70,228,15.0,103
,35,556,73.65,148
,16,380,27.09,140
,8,191,81.22,111
,90,178,152.84,100
,48,627,22.16,138
,5,767,28.38,67
,79,863,38.01,137
,14,134,116.97,167
,91,417,142.7,125
,83,359,73.17,153
,31,578,157.84,145
,72,784,150.57,146
,91,641,10.4,148
,35,54,151.32,85
,86,964,75.53,160
,74,482,150.98,67
,50,889,26.93,129
,5,645,182.45,109
,64,437,106.92,132
,43,802,197.07,72
,83,433,62.52,94
,8,13,170.41,71
,23,118,150.4,84
,18,11,104.44,178
,74,829,121.21,170
,82,129,68.33,92
,2,298,157.02,125
,43,316,123.32,169
,51,650,188.0,108
,73,43,193.5,139
,11,115,185.49,62
,50,156,82.16,144
,49,273,92.46,105
,21,926,39.99,80
,10,430,95.08,132
,63,559,84.74,161
,9,749,11.13,82
,60,649,84.68,79
,80,155,17.82,160
,74,621,82.83,167
,29,14,94.69,101
,67,378,189.07,96
,98,747,103.55,93
,41,420,41.3,99
,99,315,175.46,140
,90,442,191.1,123
,79,557,100.68,169
,79,562,41.68,119
,80,361,124.33,105
,59,734,105.43,177
,90,669,180.48,101
,81,430,79.43,62
,14,268,117.45,73
,50,25,136.2,101
,99,566,130.86,133
,39,158,25.84,75
,94,218,182.55,92
,8,711,194.44,151
,16,751,89.37,168
,9,272,163.81,174
,29,209,46.11,148
,30,715,122.22,61
,96,643,39.98,117
,23,110,166.5,60
,95,358,80.65,161
,57,295,167.92,89
,53,914,197.84,153
,40,901,87.67,75
,21,563,158.7,168
,79,648,198.5,170
,3,494,146.64,80
,35,113,188.53,144
,77,157,188.17,145
,16,461,159.36,96
,26,734,105.67,147
,4,3,63.4,155
,20,339,108.48,83
,40,671,146.83,120
,15,120,20.11,65
,57,603,39.21,118
,59,340,99.68,103
,81,700,82.21,77
,79,485,25.16,70
,77,820,153.01,74
,29,995,175.17,107
,100,388,94.87,110
,24,559,72.37,162
,16,42,172.23,156
,34,27,41.38,61
,79,711,192.45,130
,67,762,186.34,140
,15,693,94.53,92
,93,199,169.31,117
,40,124,85.19,130
,36,186,179.43,86
,92,833,106.47,164
,41,974,149.81,67
,58,949,137.49,140
,9,855,148.84,60
,94,675,170.46,124
,84,269,77.57,87
,79,239,176.76,141
,55,43,74.97,138
,58,899,73.08,135
,42,293,15.24,91
,19,911,122.2,149
,3,635,80.35,86
,5,357,44.4,145
,19,742,156.54,88
,33,804,158.54,132
,97,196,122.02,119
,19,980,90.36,118
,17,363,55.5,176
,98,186,132.32,133
,9,324,33.54,87
,67,606,168.06,70
,37,246,47.37,106
,19,486,37.69,78
,25,822,32.35,115
,77,464,68.17,126
,3,254,80.04,172
,77,846,84.79,168
,94,110,103.31,176
,2,134,163.28,79
,88,691,163.0,86
,9,437,194.19,71
,100,306,55.34,180
,78,672,89.71,154
,3,104,185.35,135
,79,674,91.03,120
,21,567,112.21,118
,26,161,114.1,113
,2,553,46.04,123
,39,841,158.18,74
,86,36,197.54,112
,74,377,20.68,150
,5,28,25.85,87
,85,736,29.68,63
,75,313,85.09,180
,38,409,184.27,134
,61,555,37.57,72
,40,390,106.0,170
,47,217,64.96,79
,1,739,100.63,141
,31,348,146.75,152
,53,720,185.03,151
,83,686,78.41,132
,23,933,42.45,112
,48,799,119.54,109
,70,18,79.73,171
,22,565,62.46,147
,25,745,19.91,174
,11,404,116.72,101
,42,554,65.3,95
,99,884,118.07,141
,45,17,16.27,138
,21,134,66.06,130
,26,141,83.22,115
,17,138,23.48,94
,14,716,82.74,116
,57,980,144.76,116
,6,348,45.72,61
,7,158,134.3,128
,14,463,150.95,105
,9,396,14.42,71
,72,798,169.26,68
,76,589,87.18,85
,12,805,165.39,68
,49,649,88.19,144
,9,180,163.13,82
,84,496,86.58,101
,48,703,53.81,168
,39,653,10.42,168
,79,421,82.83,161
,12,893,184.35,145
,39,743,116.15,94
,51,925,37.59,99
,24,583,185.14,76
,18,463,149.69,111
,78,56,161.16,94
,52,868,12.0,65
,72,130,126.48,109
,27,427,156.74,112
,18,364,131.57,110
,61,961,21.75,106
,43,384,57.63,124
,7,952,36.03,172
,50,61,95.93,150
,81,225,18.34,164
,53,81,169.19,154
,7,918,19.71,71
,87,994,78.59,150
,56,771,138.24,131
,16,289,85.72,97
,34,200,78.32,172
,61,376,34.33,95
,89,734,109.79,97
,55,420,183.5,91
,73,443,129.1,140
,71,638,196.13,114
,9,57,154.41,134
,56,44,109.76,127
,22,487,176.83,117
,45,157,160.62,173
,2,814,178.54,143
,15,674,136.77,133
,91,381,72.78,134
,68,648,32.88,169
,70,547,113.35,153
,7,870,31.8,155
,84,254,49.03,135
,95,260,150.98,84
,17,385,16.59,141
,28,985,70.93,66
,42,107,125.42,78
,72,726,100.38,99
,100,670,21.47,137
,21,456,81.77,162
,18,316,138.17,161
,34,337,141.33,68
,73,994,191.58,100
,10,226,88.39,78
,24,293,194.93,141
,8,1,58.3,156
,41,645,180.54,115
,74,691,170.32,178
,18,508,125.68,167
,27,124,17.81,101
,16,513,103.08,168
,7,503,25.1,101
,65,677,68.83,165
,17,663,196.92,135
,42,772,30.12,117
,82,290,119.14,137
,25,506,142.94,60
,64,888,195.18,105
,91,367,105.51,179
,12,291,131.51,142
,85,455,20.42,117
,99,214,177.87,102
,100,150,19.5,134
,7,57,129.73,124
,5,872,40.29,98
,28,947,153.59,139
,25,242,35.83,165
,13,332,16.08,160
,27,688,40.01,176
,85,241,190.19,78
,79,977,32.72,83
,18,612,149.33,109
,95,538,32.21,178
,93,616,134.44,143
,14,551,198.34,99
,7,663,97.7,119
,47,873,186.85,93
,90,599,165.47,176
,58,620,115.89,139
,41,952,115.39,139
,36,981,75.32,130
,51,910,125.62,86
,12,834,143.05,165
,72,716,121.47,124
,47,862,30.26,140
,28,441,118.77,168
,3,675,139.83,93
,14,537,36.14,110
,36,288,197.97,63
,52,850,182.69,93
,92,872,188.57,140
,62,684,126.68,112
,55,122,118.35,110
,24,427,139.79,66
,80,813,85.81,99
,21,485,171.03,65
,51,91,180.34,178
,39,194,126.3,159
,41,165,108.15,152
,46,504,57.51,154
,96,911,156.1,173
,5,934,59.52,160
,23,474,61.98,106
,25,384,176.97,116
,3,190,72.23,146
,70,14,83.04,129
,99,57,186.7,164
,19,776,22.02,139
,46,522,114.64,108
,18,150,95.63,144
,86,357,103.41,106
,95,363,74.79,103
,59,580,40.92,173
,84,931,20.31,144
,92,786,112.02,65
,79,841,175.75,91
,75,573,133.75,164
,99,173,55.84,135
,49,68,84.65,178
,73,76,144.12,99
,8,119,168.75,61
,76,658,140.7,88
,88,75,189.03,114
,63,873,37.67,167
,71,772,19.3,75
,52,822,36.49,143
,21,696,194.05,159
,96,220,156.02,179
,91,555,129.02,97
,56,425,89.65,100
,55,925,133.56,160
,43,151,155.9,93
,97,486,72.46,103
,63,260,122.17,72
,23,317,63.47,64
,99,720,146.7,69
,90,974,70.82,108
,34,851,13.88,123
,4,877,112.11,173
,81,990,123.88,105
,24,768,133.01,104
,68,376,125.32,79
,40,222,54.98,130
,21,772,72.57,61
,25,228,59.75,87
,36,31,189.97,173
,79,339,133.2,151
,36,34,172.42,99
,20,34,55.82,143
,76,960,29.77,124
,4,1000,53.96,125
,2,986,25.19,136
,66,369,80.59,102
,70,268,171.11,61
,65,772,53.97,159
,39,278,183.72,86
,99,189,147.54,68
,69,816,153.81,138
,58,298,147.2,77
,72,823,23.24,110
,43,433,102.53,133
,29,272,170.3,135
,15,795,106.63,71
,9,608,120.34,166
,78,517,109.28,62
,55,69,103.13,74
,67,168,19.38,99
,85,810,189.01,65
,82,516,95.55,103
,86,49,99.93,124
,1,974,57.39,139
,56,404,176.64,151
,94,825,71.6,122
,43,956,24.18,119
,32,66,109.91,76
,77,405,157.65,161
,29,199,173.4,89
,4,539,145.26,77
,5,482,114.95,167
,67,519,16.5,60
,18,366,161.02,122
,3,104,41.98,84
,86,890,133.23,121
,47,97,125.26,94
,32,857,136.26,99
,70,248,166.93,169
,14,209,60.31,145
,70,356,26.05,145
,59,256,33.7,101
,14,79,129.39,94
,98,564,130.64,164
,42,290,199.64,171
,90,556,161.02,93
,16,979,91.02,140
,98,42,101.82,126
,27,339,81.43,75
,1,205,147.11,68
,76,733,149.99,76
,80,954,47.59,145
,82,246,196.45,119
,66,819,128.23,161
,20,765,48.38,76
,16,393,133.8,164
,82,266,195.76,147
,50,634,162.05,140
,49,169,145.14,95
,1,811,105.28,142
,48,976,131.21,177
,50,481,27.44,108
,70,470,186.94,162
,39,873,59.3,63
,97,827,35.9,68
,60,379,103.41,99
,74,875,85.89,93
,99,696,104.76,114
,94,253,92.64,86
,57,885,161.08,176
,18,953,199.1,88
,56,114,101.43,83
,3,488,191.61,153
,24,375,197.95,113
,39,698,137.28,166
,53,271,98.78,106
,86,238,37.49,125
,65,654,144.63,152
,99,775,160.78,156
,20,933,128.18,82
,18,65,175.53,172
,8,695,65.72,66
,5,153,182.02,129
,89,188,119.4,87
,76,251,25.46,120
,33,919,42.38,159
,44,181,108.86,70
,45,906,138.29,89
,73,908,195.43,74
,85,909,122.51,90
,69,166,124.74,128
,31,180,142.14,96
,15,627,108.14,113
,99,553,119.91,136
,47,580,137.93,173
,2,837,177.72,133
,52,769,101.33,87
,37,292,136.18,147
,37,819,67.89,88
,92,209,19.77,166
,84,511,134.43,88
,60,650,95.06,176
,49,431,168.3,73
,47,546,42.82,175
,42,768,16.57,115
,51,124,20.61,130
,85,617,53.17,150
,83,984,88.39,79
,25,919,132.3,174
,65,817,77.43,143
,13,344,112.51,107
,73,38,65.06,81
,94,936,163.12,101
,92,909,95.31,160
,35,441,96.24,82
,25,640,174.89,161
,18,981,67.38,72
,76,448,192.11,99
,79,376,107.04,79
,57,470,157.79,79
,42,426,113.8,101
,15,718,109.36,121
,51,839,192.93,114
,48,685,92.85,134
,90,325,67.4,60
,20,279,179.12,180
,74,689,40.27,130
,68,984,127.76,99
,43,11,42.96,92
,43,548,146.14,172
,1,724,60.19,151
,81,736,197.93,128
,67,392,30.69,78
,14,481,132.24,122
,99,555,46.79,154
,37,336,114.7,179
,9,636,76.33,137
,72,256,48.7,149
,26,350,174.0,155
,25,794,168.53,100
,45,611,150.11,120
,27,937,149.03,170
,14,283,34.59,154
,46,964,174.85,99
,50,559,177.94,121
,42,80,195.13,76
,10,808,56.82,88
,39,860,110.61,128
,36,241,109.34,127
,73,133,25.51,63
,5,726,101.89,83
,46,337,104.42,102
,76,286,175.55,66
,13,401,48.08,177
,24,858,161.79,103
,73,651,102.84,171
,80,804,81.86,129
,93,346,93.6,142
,33,896,22.65,75
,68,635,132.18,72
,99,982,38.07,78
,41,45,61.32,93
,88,271,26.6,77
,93,728,63.85,149
,92,324,150.24,72
,7,146,78.72,166
,2,718,99.01,112
,89,367,78.92,134
,40,281,196.87,72
,27,252,142.84,78
,10,455,140.24,143
,63,998,53.3,115
,17,756,86.39,159
,89,866,23.61,175
,85,359,75.17,73
,99,656,179.93,67
,24,721,27.74,63
,15,66,179.12,90
,7,161,145.1,99
,36,192,126.57,145
,43,53,154.2,68
,76,824,49.16,135
,40,825,160.56,89
,96,919,164.83,144
,4,993,118.81,158
,30,403,145.14,178
,100,419,78.91,93
,22,538,159.03,170
,85,137,70.49,166
,76,991,118.62,164
,64,434,95.36,168
,25,441,168.53,144
,1,362,87.06,85
,59,13,114.67,128
,30,876,41.49,100
,16,798,121.58,177
,36,21,19.27,141
,21,632,196.01,136
,94,639,151.82,78
,23,987,62.28,168
,70,333,68.83,96
,23,694,72.69,159
,76,761,66.89,163
,53,799,170.01,172
,31,9,16.92,173
,40,218,61.27,174
,67,245,84.3,122
,31,193,108.41,90
,32,747,115.95,113
,74,480,17.6,152
,13,120,133.02,173
,17,734,89.75,149
,5,891,195.31,71
,57,759,175.16,165
,12,709,14.82,146
,21,173,123.39,85
,82,18,109.48,112
,7,335,97.49,93
,7,522,161.24,91
,9,270,13.95,135
,4,159,24.33,178
,89,160,12.33,125
,3,235,197.81,131
,37,150,79.6,96
,89,93,154.7,154
,85,717,16.35,180
,29,941,123.85,149
,96,465,10.8,125
,46,379,53.27,169
,15,594,74.82,87
,65,783,14.37,117
,81,619,192.94,88
,42,356,118.13,71
,43,118,56.2,107
,44,137,186.11,130
,28,94,148.7,66
,55,882,166.08,144
,81,866,32.1,144
,89,174,59.86,173
,66,120,65.32,164
,89,398,122.36,129
,94,651,69.01,169
,1,685,138.18,158
,12,879,110.0,90
,80,552,177.33,162
,86,500,17.21,117
,75,566,190.57,113
,62,106,147.45,151
,65,155,147.36,116
,2,807,196.24,61
,11,359,46.89,111
,60,930,40.34,107
,35,176,26.2,96
,31,462,154.66,142
,46,339,171.15,89
,22,850,63.16,92
,65,389,100.84,66
,26,747,43.79,176
,26,758,94.38,174
,60,417,197.67,151
,32,330,147.1,92
,50,374,101.58,127
,53,813,59.43,85
,35,704,63.92,129
,72,487,92.02,60
,2,418,96.16,79
,36,969,139.46,152
,43,750,133.83,118
,14,813,172.11,72
,34,6,76.46,162
,40,155,172.57,80
,96,302,197.37,176
,2,486,16.22,77
,16,28,162.34,139
,10,483,76.77,118
,60,883,185.07,97
,72,915,179.83,129
,100,167,17.55,72
,58,839,139.64,77
,5,624,72.75,161
,1,425,93.66,139
,41,118,101.14,152
,17,145,35.94,105
,75,273,177.16,110
,72,301,58.74,159
,76,582,35.12,134
,15,918,23.45,71
,80,873,196.23,137
,30,30,106.18,173
,33,185,103.51,127
,66,470,176.75,82
,76,131,27.7,175
,36,420,33.94,141
,45,753,80.52,140
,27,475,107.02,130
,12,795,199.46,78
,71,113,109.71,113
,34,742,166.57,166
,96,836,188.8,158
,58,350,95.0,106
,21,36,170.1,142
,8,146,148.63,85
,32,911,154.07,162
,54,959,52.73,70
,68,799,79.71,160
,57,393,103.02,107
,15,966,94.05,118
,100,50,144.7,80
,42,923,117.98,138
,94,215,13.88,61
,6,878,155.24,84
,72,853,110.64,179
,94,211,143.64,103
,20,956,53.85,90
,87,299,187.74,135
,7,532,188.54,142
,97,655,39.73,146
,70,393,118.09,131
,76,313,67.26,132
,12,451,134.35,75
,68,83,157.2,72
,25,919,182.62,180
,31,731,174.77,153
,98,601,95.52,118
,70,189,198.05,146
,40,157,93.69,152
,8,672,121.93,143
,80,143,137.79,90
,94,677,80.92,156
,27,386,18.82,156
,75,541,71.31,169
,33,953,142.42,153
,90,444,186.17,62
,31,197,176.99,73
,46,253,122.34,120
,59,802,133.21,112
,82,591,108.16,179
,96,818,18.48,163
,22,712,35.37,66
,56,338,152.9,83
,37,678,137.36,70
,46,955,175.16,102
,93,718,40.43,173
,34,907,85.35,60
,9,209,109.22,141
,21,761,174.85,98
,65,162,65.89,137
,46,312,177.5,174
,80,643,177.79,60
,43,785,155.25,169
,39,762,195.31,62
,59,9,185.15,106
,41,489,56.93,98
,58,69,35.3,97
,6,165,145.91,160
,94,641,141.28,116
,44,271,192.43,137
,60,3,83.11,116
,25,657,81.09,172
,75,800,155.92,155
,72,269,158.61,118
,63,490,146.28,74
,76,66,81.08,71
,94,122,124.13,155
,21,848,168.3,116
,11,496,64.2,123
,60,981,156.85,166
,14,307,42.83,177
,52,498,72.22,157
,19,208,37.55,136
,85,668,107.86,66
,46,421,95.69,163
,13,586,153.3,75
,32,268,196.21,137
,30,253,98.27,116
,23,123,190.78,146
,73,963,33.05,159
,95,589,112.68,126
,56,644,33.21,147
,67,135,145.04,152
,80,572,69.5,69
,33,842,75.34,126
,88,254,70.2,130
,72,152,35.17,124
,46,628,34.31,113
,22,495,49.29,93
,4,654,138.04,158
,39,365,159.76,111
,8,360,93.27,175
,45,739,199.49,122
,10,663,104.95,114
,34,254,103.31,163
,3,148,27.6,114
,46,161,127.89,165
,51,43,196.26,172
,82,644,109.37,133
,63,940,61.45,74
,18,883,17.1,89
,14,631,101.68,174
,19,985,25.18,134
,41,571,139.83,75
,25,931,13.27,166
,92,509,185.99,147
,31,428,197.83,117
,33,691,190.12,97
,51,941,91.23,160
,3,899,126.43,151
,5,492,57.67,135
,88,620,21.12,68
,85,805,26.36,161
,81,306,180.99,81
,73,490,83.46,97
,18,751,13.84,76
,77,330,77.04,103
,63,368,85.68,94
,19,734,98.72,148
,87,163,91.29,156
,44,637,93.38,128
,51,413,68.13,180
,8,704,174.91,77
,12,649,38.12,83
,32,228,77.17,103
,30,972,12.61,167
,29,652,51.5,115
,3,106,56.0,67
,47,363,197.75,70
,39,1000,66.53,63
,78,423,59.86,90
,53,395,36.97,100
,17,208,155.05,157
,84,774,51.71,136
,93,495,181.27,89
,50,86,61.33,178
,60,429,97.67,159
,68,401,13.51,93
,53,3,52.55,120
,98,903,145.38,82
,46,988,73.56,104
,93,833,116.45,157
,16,31,166.72,81
,42,293,149.6,62
,31,403,83.87,89
,6,447,189.03,92
,78,623,19.64,159
,43,829,140.54,85
,89,34,76.51,94
,99,939,65.99,136
,38,475,149.33,161
,21,989,86.56,145
,69,996,83.73,107
,30,795,159.84,89
,9,602,121.77,150
,7,977,158.88,131
,50,721,69.5,125
,85,145,127.94,87
,59,102,169.28,125
,66,160,91.64,94
,41,149,41.23,177
,1,100,18.2,168
,5,932,186.44,118
,66,285,111.22,164
,18,890,16.27,73
,70,601,69.26,157
,50,68,113.13,105
,56,554,131.2,148
,70,605,28.81,129
,76,356,58.24,89
,82,11,36.23,91
,11,6,146.81,89
,84,927,132.88,175
,76,675,15.2,159
,9,132,80.04,174
,98,393,40.68,157
,97,411,146.6,156
,48,800,148.17,82
,2,119,90.3,143
,50,836,148.62,179
,77,170,175.19,134
,30,474,143.33,60
,72,760,37.11,137
,64,48,50.99,81
,57,398,167.89,80
,95,502,24.36,140
,45,83,43.84,91
,81,730,100.79,95
,47,467,106.3,132
,1,469,162.89,70
,24,75,13.88,108
,24,383,30.13,150
,28,844,65.0,71
,89,262,188.13,69
,26,226,132.57,161
,8,496,130.84,72
,33,308,27.54,148
